cod;nome;período;valor
25;PB;2017;11
26;PE;2017;50
27;AL;2017;1
28;SE;2017;12
29;BA;2017;55
31;MG;2017;122
32;ES;2017;26
33;RJ;2017;136
35;SP;2017;321
41;PR;2017;207
42;SC;2017;86
43;RS;2017;238
50;MS;2017;28
51;MT;2017;22
52;GO;2017;59
11;RO;2018;14
12;AC;2018;6
13;AM;2018;15
14;RR;2018;26
15;PA;2018;32
16;AP;2018;2
17;TO;2018;9
21;MA;2018;11
22;PI;2018;5
23;CE;2018;47
24;RN;2018;14
25;PB;2018;10
26;PE;2018;46
27;AL;2018;3
28;SE;2018;6
29;BA;2018;44
31;MG;2018;105
32;ES;2018;20
33;RJ;2018;130
35;SP;2018;267
41;PR;2018;146
42;SC;2018;74
43;RS;2018;201
50;MS;2018;28
51;MT;2018;16
52;GO;2018;63
53;DF;2018;18
11;RO;2019;11
12;AC;2019;5
13;AM;2019;25
14;RR;2019;14
15;PA;2019;21
16;AP;2019;1
17;TO;2019;3
21;MA;2019;19
22;PI;2019;11
23;CE;2019;21
24;RN;2019;11
25;PB;2019;11
26;PE;2019;45
27;AL;2019;0
28;SE;2019;3
29;BA;2019;30
31;MG;2019;86
32;ES;2019;13
33;RJ;2019;86
35;SP;2019;249
53;DF;2019;18
52;GO;2019;43
51;MT;2019;27
50;MS;2019;35
43;RS;2019;177
42;SC;2019;86
41;PR;2019;145
