cod;nome;período;valor
26;PE;2007;282
22;PI;2007;59
41;PR;2007;2414
33;RJ;2007;2071
24;RN;2007;95
11;RO;2007;102
14;RR;2007;28
43;RS;2007;1735
42;SC;2007;510
28;SE;2007;75
35;SP;2007;3711
17;TO;2007;31
12;AC;2008;23
27;AL;2008;58
13;AM;2008;47
16;AP;2008;6
29;BA;2008;345
23;CE;2008;194
53;DF;2008;105
32;ES;2008;264
52;GO;2008;413
21;MA;2008;156
31;MG;2008;1071
50;MS;2008;312
51;MT;2008;238
15;PA;2008;213
25;PB;2008;50
26;PE;2008;433
22;PI;2008;52
41;PR;2008;2660
33;RJ;2008;1777
24;RN;2008;100
11;RO;2008;136
14;RR;2008;28
43;RS;2008;1869
42;SC;2008;674
28;SE;2008;73
35;SP;2008;3715
17;TO;2008;41
12;AC;2009;16
27;AL;2009;48
13;AM;2009;44
16;AP;2009;11
29;BA;2009;333
23;CE;2009;191
53;DF;2009;119
32;ES;2009;251
52;GO;2009;410
21;MA;2009;161
31;MG;2009;1055
50;MS;2009;316
51;MT;2009;247
15;PA;2009;213
25;PB;2009;51
26;PE;2009;370
22;PI;2009;56
41;PR;2009;2972
33;RJ;2009;1684
24;RN;2009;132
11;RO;2009;142
14;RR;2009;37
43;RS;2009;1775
42;SC;2009;687
28;SE;2009;74
35;SP;2009;3799
17;TO;2009;55
12;AC;2010;28
27;AL;2010;48
13;AM;2010;76
16;AP;2010;28
29;BA;2010;374
23;CE;2010;299
53;DF;2010;100
32;ES;2010;265
52;GO;2010;397
21;MA;2010;151
31;MG;2010;938
50;MS;2010;271
51;MT;2010;243
15;PA;2010;266
25;PB;2010;56
26;PE;2010;257
22;PI;2010;55
41;PR;2010;2871
33;RJ;2010;1738
24;RN;2010;111
11;RO;2010;142
14;RR;2010;13
43;RS;2010;1623
42;SC;2010;673
28;SE;2010;58
35;SP;2010;3336
17;TO;2010;41
12;AC;2011;16
27;AL;2011;74
13;AM;2011;146
16;AP;2011;27
29;BA;2011;415
23;CE;2011;275
53;DF;2011;110
32;ES;2011;241
52;GO;2011;459
21;MA;2011;204
31;MG;2011;1226
50;MS;2011;252
51;MT;2011;254
15;PA;2011;245
25;PB;2011;83
26;PE;2011;222
22;PI;2011;55
41;PR;2011;2660
33;RJ;2011;1448
24;RN;2011;151
11;RO;2011;116
14;RR;2011;15
43;RS;2011;1605
42;SC;2011;675
28;SE;2011;58
35;SP;2011;3189
17;TO;2011;62
12;AC;2012;18
27;AL;2012;85
13;AM;2012;150
16;AP;2012;21
29;BA;2012;437
23;CE;2012;249
53;DF;2012;94
32;ES;2012;192
52;GO;2012;578
21;MA;2012;188
31;MG;2012;1250
50;MS;2012;228
51;MT;2012;253
15;PA;2012;248
25;PB;2012;89
26;PE;2012;182
22;PI;2012;50
41;PR;2012;2657
33;RJ;2012;1367
24;RN;2012;191
11;RO;2012;137
14;RR;2012;42
43;RS;2012;1819
42;SC;2012;638
28;SE;2012;74
35;SP;2012;3520
17;TO;2012;59
12;AC;2013;23
27;AL;2013;113
13;AM;2013;144
16;AP;2013;27
29;BA;2013;372
23;CE;2013;266
53;DF;2013;81
32;ES;2013;237
52;GO;2013;624
21;MA;2013;208
31;MG;2013;1264
50;MS;2013;226
51;MT;2013;271
15;PA;2013;276
25;PB;2013;98
26;PE;2013;223
22;PI;2013;68
41;PR;2013;2312
33;RJ;2013;1443
24;RN;2013;198
11;RO;2013;151
14;RR;2013;71
43;RS;2013;1787
42;SC;2013;659
28;SE;2013;84
35;SP;2013;3225
17;TO;2013;67
12;AC;2014;39
27;AL;2014;75
13;AM;2014;105
16;AP;2014;15
29;BA;2014;417
23;CE;2014;276
53;DF;2014;118
32;ES;2014;243
52;GO;2014;651
21;MA;2014;236
31;MG;2014;1216
50;MS;2014;258
51;MT;2014;311
15;PA;2014;216
25;PB;2014;85
26;PE;2014;377
22;PI;2014;44
41;PR;2014;2344
33;RJ;2014;1529
24;RN;2014;215
11;RO;2014;142
14;RR;2014;61
43;RS;2014;2056
42;SC;2014;728
28;SE;2014;88
35;SP;2014;3205
17;TO;2014;71
12;AC;2015;30
27;AL;2015;55
13;AM;2015;118
16;AP;2015;15
29;BA;2015;375
23;CE;2015;231
53;DF;2015;133
32;ES;2015;187
52;GO;2015;677
21;MA;2015;267
31;MG;2015;1149
50;MS;2015;225
51;MT;2015;251
15;PA;2015;222
25;PB;2015;90
26;PE;2015;402
22;PI;2015;60
41;PR;2015;2241
33;RJ;2015;1390
24;RN;2015;156
11;RO;2015;142
14;RR;2015;53
43;RS;2015;2247
42;SC;2015;741
28;SE;2015;77
35;SP;2015;2765
17;TO;2015;100
12;AC;2016;43
27;AL;2016;34
13;AM;2016;106
16;AP;2016;13
29;BA;2016;442
23;CE;2016;209
53;DF;2016;132
32;ES;2016;144
52;GO;2016;638
21;MA;2016;271
31;MG;2016;1177
50;MS;2016;245
51;MT;2016;244
15;PA;2016;257
25;PB;2016;83
26;PE;2016;529
22;PI;2016;48
41;PR;2016;2370
33;RJ;2016;1530
24;RN;2016;204
11;RO;2016;176
14;RR;2016;47
43;RS;2016;2413
42;SC;2016;734
28;SE;2016;78
35;SP;2016;2586
17;TO;2016;97
11;RO;2017;145
12;AC;2017;77
13;AM;2017;146
14;RR;2017;61
15;PA;2017;329
16;AP;2017;24
17;TO;2017;103
21;MA;2017;181
22;PI;2017;55
23;CE;2017;323
24;RN;2017;195
25;PB;2017;96
26;PE;2017;630
27;AL;2017;30
28;SE;2017;79
29;BA;2017;484
31;MG;2017;1096
32;ES;2017;187
33;RJ;2017;1634
35;SP;2017;2415
41;PR;2017;2045
42;SC;2017;787
43;RS;2017;2449
50;MS;2017;237
51;MT;2017;244
52;GO;2017;561
53;DF;2017;121
11;RO;2018;118
12;AC;2018;49
13;AM;2018;121
14;RR;2018;103
15;PA;2018;301
16;AP;2018;26
17;TO;2018;90
21;MA;2018;181
22;PI;2018;46
23;CE;2018;388
24;RN;2018;207
25;PB;2018;65
26;PE;2018;555
27;AL;2018;25
28;SE;2018;54
29;BA;2018;430
31;MG;2018;833
32;ES;2018;131
33;RJ;2018;1619
35;SP;2018;1909
41;PR;2018;1747
42;SC;2018;665
43;RS;2018;1987
50;MS;2018;210
51;MT;2018;209
52;GO;2018;545
53;DF;2018;115
11;RO;2019;114
12;AC;2019;35
13;AM;2019;197
14;RR;2019;62
15;PA;2019;222
16;AP;2019;9
17;TO;2019;76
21;MA;2019;186
22;PI;2019;54
23;CE;2019;170
24;RN;2019;127
25;PB;2019;56
26;PE;2019;522
27;AL;2019;9
28;SE;2019;39
29;BA;2019;333
31;MG;2019;734
32;ES;2019;103
33;RJ;2019;937
35;SP;2019;1626
41;PR;2019;1477
42;SC;2019;574
43;RS;2019;1623
50;MS;2019;181
51;MT;2019;185
52;GO;2019;465
53;DF;2019;101
