cod;nome;período;valor
31;MG;2007;26.43
50;MS;2007;32.11
51;MT;2007;33.06
15;PA;2007;35.14
25;PB;2007;32.29
26;PE;2007;73.81
22;PI;2007;12.78
41;PR;2007;21.56
33;RJ;2007;57.35
24;RN;2007;20.09
11;RO;2007;28.61
14;RR;2007;28.88
43;RS;2007;28.2
42;SC;2007;13.48
28;SE;2007;26.89
35;SP;2007;21.29
17;TO;2007;19.06
12;AC;2008;13.19
27;AL;2008;66.11
13;AM;2008;29.16
16;AP;2008;36.19
29;BA;2008;36
23;CE;2008;24.17
53;DF;2008;49.77
32;ES;2008;64.29
52;GO;2008;36.77
21;MA;2008;22.7
31;MG;2008;24.78
50;MS;2008;30.32
51;MT;2008;38.51
15;PA;2008;44.46
25;PB;2008;39.73
26;PE;2008;70.81
22;PI;2008;12.22
41;PR;2008;25.61
33;RJ;2008;48.7
24;RN;2008;26.03
11;RO;2008;30.55
14;RR;2008;24.04
43;RS;2008;27.7
42;SC;2008;15.81
28;SE;2008;29.59
35;SP;2008;18.58
17;TO;2008;18.55
12;AC;2009;18.66
27;AL;2009;64.48
13;AM;2009;30.48
16;AP;2009;33.59
29;BA;2009;42.13
23;CE;2009;22.82
53;DF;2009;51.96
32;ES;2009;66.94
52;GO;2009;39.15
21;MA;2009;24.07
31;MG;2009;22.81
50;MS;2009;33.66
51;MT;2009;40.1
15;PA;2009;46.42
25;PB;2009;48.24
26;PE;2009;60.74
22;PI;2009;13.01
41;PR;2009;24.25
33;RJ;2009;47.86
24;RN;2009;27.73
11;RO;2009;33.79
14;RR;2009;26.31
43;RS;2009;26.58
42;SC;2009;14.97
28;SE;2009;33.05
35;SP;2009;19.39
17;TO;2009;22.01
12;AC;2010;17.33
27;AL;2010;69.23
13;AM;2010;35.83
16;AP;2010;39.1
29;BA;2010;45.02
23;CE;2010;29.19
53;DF;2010;46.55
32;ES;2010;62.95
52;GO;2010;41.84
21;MA;2010;26.25
31;MG;2010;23.1
50;MS;2010;31.89
51;MT;2010;38.04
15;PA;2010;53.94
25;PB;2010;55.25
26;PE;2010;51.85
22;PI;2010;13.42
41;PR;2010;22.83
33;RJ;2010;47.89
24;RN;2010;30.06
11;RO;2010;35.42
14;RR;2010;34.11
43;RS;2010;26.26
42;SC;2010;16.59
28;SE;2010;38.26
35;SP;2010;17.67
17;TO;2010;26.79
12;AC;2011;17.81
27;AL;2011;82.97
13;AM;2011;41.97
16;AP;2011;32.63
29;BA;2011;41.19
23;CE;2011;28.59
53;DF;2011;53.25
32;ES;2011;57.99
52;GO;2011;47.35
21;MA;2011;26.27
31;MG;2011;26.95
50;MS;2011;35.85
51;MT;2011;37.84
15;PA;2011;46.31
25;PB;2011;59.89
26;PE;2011;51.29
22;PI;2011;14.61
41;PR;2011;21.25
33;RJ;2011;38.45
24;RN;2011;40.56
11;RO;2011;29.54
14;RR;2011;24.54
43;RS;2011;27.21
42;SC;2011;16.27
28;SE;2011;43.64
35;SP;2011;17.49
17;TO;2011;27.68
12;AC;2012;30.12
27;AL;2012;76.64
13;AM;2012;42.46
16;AP;2012;36.41
29;BA;2012;45.15
23;CE;2012;31.87
53;DF;2012;54.14
32;ES;2012;61.65
52;GO;2012;54.52
21;MA;2012;28.82
31;MG;2012;28.28
50;MS;2012;35.43
51;MT;2012;40.47
15;PA;2012;47.11
25;PB;2012;51.36
26;PE;2012;49.76
22;PI;2012;18.18
41;PR;2012;24.27
33;RJ;2012;36.64
24;RN;2012;43.44
11;RO;2012;33.07
14;RR;2012;30.81
43;RS;2012;28.5
42;SC;2012;19.88
28;SE;2012;49.81
35;SP;2012;19.61
17;TO;2012;27.57
12;AC;2013;32.76
27;AL;2013;77.98
13;AM;2013;34.45
16;AP;2013;30.3
29;BA;2013;42.24
23;CE;2013;35.78
53;DF;2013;49.22
32;ES;2013;57.52
52;GO;2013;56.09
21;MA;2013;35.16
31;MG;2013;28.68
50;MS;2013;29.47
51;MT;2013;43.1
15;PA;2013;47.84
25;PB;2013;52.06
26;PE;2013;46.3
22;PI;2013;20.02
41;PR;2013;18.08
33;RJ;2013;39.25
24;RN;2013;54.88
11;RO;2013;27.42
14;RR;2013;42.31
43;RS;2013;28.13
42;SC;2013;12.52
28;SE;2013;53.94
35;SP;2013;17.94
17;TO;2013;23.07
12;AC;2014;29.62
27;AL;2014;78.79
13;AM;2014;36.93
16;AP;2014;40.49
29;BA;2014;45.26
23;CE;2014;40.05
53;DF;2014;43.83
32;ES;2014;56.9
52;GO;2014;55.14
21;MA;2014;39.14
31;MG;2014;29.13
50;MS;2014;31.45
51;MT;2014;48.88
15;PA;2014;47.64
25;PB;2014;54.39
